,Text,Emotions
496,"Game of the day🔽

#Indiana +182 vs #Kansas -5

Who you got?

Become A Bookie! Turn Your Sports Passion Into Profit With Us 👉  https://t.co/9tdFY0Q578

#FRAvsMOR #WorldCup2022 #Qatar2022 https://t.co/1hyJvHjwIu",['curiosity']
497,". 

https://t.co/8ksooMGYHb 

. 

#WEPED 
#WEPED Dark Knight Hyper
#BTS 
#electriccars
#ElectricVehicles
#electricbike
#WorldCup2022 https://t.co/IvC4PaPAHZ",['confusion']
498,Who are you supporting #WorldCup2022 #ArgentinaVsFrance https://t.co/JCBVzqdzt2,"['confusion', 'curiosity']"
499,"The #WorldCup2022 final is here! This is history in the making and you don’t want to miss this ⚽️
We invite you all to one of our fan parks to watch the game!

Play predict and win to stand a chance of winning a drinks and meal voucher 👅

#KeLifestyleDaiden
#QatarWorldCup2022 https://t.co/IoyuJEWFCt","['excitement', 'joy']"
500,"Could be bollocks, but I've a very strong feeling Alvarez will score against France tomorrow
#WorldCup2022","['approval', 'confusion', 'optimism']"
501,"The #WorldCup2022 (which he didn't get to), @voguemagazine, The Grammys, the Academy Awards (which he also didn't get to), David Letterman.

Doesn't this man have a war to fight? Where does he find the time to make all these media appearances? https://t.co/bdhXnESwG4","['confusion', 'curiosity']"
502,My hat off and huge congratulations to the #Morocco 🇲🇦 national soccer team.  They played a great #WorldCup2022 tournament.  Inspiring to all of the dark horse teams - anything can happen!! 👏🏼👏🏼👏🏼 thank you 🙏,"['admiration', 'gratitude']"
503,"Right now on FiredUp Network #WorldCup2022 #UPDATE 3rd Place Match Recap #WorldCup #FIFAWorldCup #Qatar2022 #News #Breaking #NP #Soundcloud 

https://t.co/yDLHorqZtD",['confusion']
504,"Thank you wlidates for making us proud ❤️🇲🇦💚 
#DimaMaghrib 
#WorldCup2022 https://t.co/mgj4nXFKFF","['gratitude', 'pride']"
505,Who will win today #WorldCup2022 #finalmatch between #ArgentinaVsFrance lets go for public poll,['curiosity']
506,"Events leave an imprint in #Web3 world.Same is with the #WorldCup2022. For example,tokens like #Socios &amp; #BitCi,created in partnership with #soccer federations and platforms. #CocaCola, #CryptoCom, #Maradona launching #NFTs. All these examples prove how #trendy is the #web3world. https://t.co/09c0WTUdW8","['approval', 'realization']"
507,Just a little excited to watch sports this weekend. #WorldCup2022 #NFL #gohabsgo  #PNCChampionship #TigerWoods #GoGators #NCAAB,"['excitement', 'joy']"
508,".

https://t.co/wDADMQ297M

. 
#WEPED 
#WEPED Dark Knight Hyper
#BTS 
#electriccars
#ElectricVehicles
#electricbike
#WorldCup2022 https://t.co/ikpDaTQMZw",['confusion']
509,"Morocco have lost the game against Croatia because of being so proud of themselves. They said that their win belongs to Arab &amp; Muslims not African. We are African and Africa is our Business. #WorldCup2022 
#CROMAR  #QatarWorldCup 
#AskGacharia https://t.co/tEzmJM32Ts",['pride']
510,Members &amp; Guests. Live on our HQ screens Watch the World Cup Final while enjoying delicious food &amp; drink at the Felons Club #worldcup2022 #belfast #WestBelfast #Final https://t.co/U3u3ldZOGG,"['excitement', 'joy']"
511,"YA Allah please let Argentina win let me see my love happy, AMEEN SUMA AMEEN 🤲 #WorldCup2022 #FRAARG","['joy', 'love']"
512,Things I learned from the #WorldCup2022: frosted tips are in again. Butts.,"['excitement', 'joy', 'pride']"
513,"Only one match left ,,,
Then WORLD CUP 2022 will be just a bunch of memories 🥹💔
#WorldCup #WorldCupFantasy #WorldCup2022 #ArgentinaVsFrance #MEMES #moment https://t.co/0GXA3Up9Re","['disappointment', 'sadness']"
514,"Best of luck. 
@ajip49744 @Mickeykun08 

#MEXC #WorldCup2022 https://t.co/bBCF3WBr4w https://t.co/wKN77VSYAn","['caring', 'optimism']"
515,"@MEXC_Global Best of luck. 
@ajip49744 @Mickeykun08 

#MEXC #WorldCup2022 https://t.co/bBCF3WBr4w","['confusion', 'optimism']"
516,"Here's our #WorldCup2022 hero...

🇲🇦 Hakim Ziyech donated all of his World Cup bonuses ($325,000) to poor people in Morocco. https://t.co/LKlWxCQBQQ",['sadness']
517,Anyone looking for a national treasures hobby box? We got a case! #paniniamerica #Panini #WorldCup #WorldCup2022 #NationalTreasures https://t.co/JiWhakqqe8,['curiosity']
518,I hope Karim Benzema plays for the World Cup !!🤞🏻🤞🏻😭🇫🇷❤️ @Benzema #WorldCup2022 #WorldcupQatar2022 #FrancevsArgentina,"['desire', 'optimism']"
519,DPRK HAS JUST ADVANCED TO THE FINALS! #FIFAWorldCup #WorldCup2022,"['excitement', 'pride']"
520,"Croatia vs Morocco Review is out. Link in bio.

#Croatia #Morocco #SydneyFootballTV #CroatiavsMorocco #WorldCup #Qatar2022 #FIFAWorldCup #WorldCup2022  #FIFAWorldCup2022Qatar #FIFA 

#المغرب #كرواتيا #أسود_الأطلس #المغرب_ضد_كرواتيا #كأس_العالم #قطر_٢٠٢٢ https://t.co/8p54rwsudf",['approval']
521,"You encouraged your team with one voice in any situation, and that means you took a step forward that will not go back.
#Morocco 
#WorldCup2022","['approval', 'caring']"
522,"🥳Congrats for #HRV #kolinda 🎊  you deserve to win the #3rdPlace 🥉&amp; the beauty of performance+clean play +the most important high morals👏thanks #modric for the great journey👍#gvrdiol #orsic ( #dalic )👏
#coratia #Vatreni #HRVMAR #Hrvatska #WorldCup2022 #FIFAWorldCup https://t.co/CyesIYTOgw","['admiration', 'gratitude']"
523,"My prayers are with you 🔥🔥🔥❤️‍🔥
#Qatar2022   #WorldcupQatar2022 #WorldCup2022 #TeamArgentina  #Argentina2022 #FIFAWorldCup  
🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 https://t.co/UN9H8ixzoL",['caring']
524,"Arabian Nights 🌙⚽️
-
-
#ArabianNights #LusailMarina #Lusail #Football #Croatia #Morocco #WorldCup #WorldCup2022 #Qatar2022 #WorldCupQatar2022 #Qatar #Qatar🇶🇦  https://t.co/IS0VHxZQJG",['approval']
525,"France🇫🇷 3 vs 2 Argentina🇦🇷

France Win 
Guys, don't miss this opportunity.

@jihan_malaika 
@gametogamer10
@haritedjamantri

#WorldCup2022 #FIFAWorldCup https://t.co/tfMCpkapjU","['approval', 'caring']"
526,These girls rock!! Freestylin’ #ScoreForSoil lovin’ the vibe at #Sadhguru School Uganda! #fifaworldcup #worldcup2022 #consciousplanet #savesoilFreestylin’ #ScoreForSoil https://t.co/QLo8eR4G5f,"['admiration', 'love']"
527,"@SuperExet France🇫🇷 3 vs 2 Argentina🇦🇷

France Win 
Guys, don't miss this opportunity.

@jihan_malaika 
@gametogamer10
@haritedjamantri

#WorldCup2022 #FIFAWorldCup",['approval']
528,“I told my players that we can't be kings of the world before being kings of our continent. We are going to work now to win the 2024 AFCON” - Walid Regragui after Morocco finished 4th in the World Cup #WorldCup2022 #DimaMaghrib https://t.co/sQppXyEssc,"['approval', 'excitement', 'optimism', 'pride']"
529,"BUY YOUR NFT HERE: https://t.co/l4dYk5rxfq

#NFT #NFTCommunity #CNFT #CNFTCommunity #Cardano #ADA #CardanoADA #CardanoNFT #FIFAWorldCup    #FIFA23 #FIFA #FIFAWorldCupQatar2022 #FIFAWorldCup2022 #FIFAワールドカップ    #WorldCup #WorldcupQatar2022 #WorldCup2022 https://t.co/tjonpBXs0i","['approval', 'caring']"
530,#BeijingImpressions: a customer playing online poker &amp; eating #Hotpot alone while #CROMAR battle it out at the #WorldCup2022. https://t.co/jP2Erm8Lk1,['confusion']
531,"The team of Morocco can be proud of what they've achieved this Worldcup , they won the hearts of many and finishing 4th doesn't take anything away from that , they are living legends #WorldCup2022 #Morocco 🇲🇦",['pride']
532,"♖ 4K Wallpapers 
➭ World Cup 2022 
➭ Croatia #WorldCup2022 #Qatar2022 https://t.co/WTSQMhlMAv",['realization']
533,"The #WorldCup2022 final is TOMORROW! 🔥🔥

This is likely going to be a very close game! 👀 https://t.co/3gqItWm3zf",['excitement']
534,"My Queen Is Making History ❤️‍🔥
I can't wait for tomorrow!! 
#LightTheSky #FIFAWorldCup #WorldCup2022 @BalqeesFathi
#بلقيس https://t.co/5nOPk9c6Xz","['excitement', 'joy']"
535,"Only 2 women footiepunks currently listed👀Make sure you join us on discord to pick the players in the next drop!

#NFT #NFTCommunity #NFTsales #WSL #AFC #LFC #MUFC #MCFC #CFC #THFC #WorldCup2022 #WorldCup https://t.co/B5nsikV15c","['approval', 'caring', 'optimism']"
536,Historic #Morocco 👏🏾 #WorldCup2022 https://t.co/XfhbhVZh8I,['confusion']
537,"Congratulations to #Croatia 🇭🇷 for finishing in 3rd place in the #WorldCup. 

#FIFAWorldCup #WorldCup2022 #football",['gratitude']
538,"👏@lukamodric10 #FIFAWorldCup Official PLAYER OF THE MATCH® Award Winner⚽️🎉🏅
Croatia🇭🇷2 - 1🇲🇦Morocco

#Qatar2022 | #POTM | #playerofthematch | #WorldCup | #WorldCup2022 | #WorldcupQatar2022 | #HRV | #CROMORO  | #CRO | #CroatiaVSMorocco | #Croatia | https://t.co/vpiKAvHufW","['excitement', 'pride']"
539,"An epic battle in the World Cup Final! This should be fun! 🤩⚽️
https://t.co/tw4aOJ5S09 #WorldCup #WorldCup2022 

(From .@sundockb15)","['amusement', 'excitement', 'joy']"
540,Azzedine Ounahi World Cup Star Morocco 2022 https://t.co/M2Ddh4YSTh via @YouTube #CROMAR #ounahi #azzedineounahi #Morocco #WorldCup #WorldCup2022 https://t.co/upo3mEnh6c,[]
541,"Now it is the end of interesting third place fight and #Croatia holds off #Morocco. The fight was action-packed &amp; more interesting than prior semi-finals.
 🇭🇷  2 - 1  🇲🇦 

#FIFAWorldCup #Qatar2022 #WorldCup2022 #CroatiaVSMorocco #CROMAR #Morocco https://t.co/A8muz6Jma6","['admiration', 'excitement']"
542,"For me Messi is one of the greatest players to ever play the game, no matter whether he wins or loses tomorrow.
He has nothing to prove.
#Englishfootball
#WorldCup2022 
#ThreeLions",['admiration']
543,"You are still the fourth best football team in the world in 2022, there is certainly no shame in that. You surprised everyone with your amazing performance in this World Cup. Congratulations for what you have achieved, respect to you guys! 👏🏻🙌🏻⚽

#Morocco #WorldCup2022 https://t.co/NRSEyQB11v","['admiration', 'gratitude', 'pride', 'surprise']"
544,"🇭🇷 Croatia claim Bronze!

Gvardiol and Orsič score as Croatia overcome Morocco to get the bronze medal!

Watch our reactions here -&gt; https://t.co/mpNsXeMWPN

#worldcup #worldcup2022 #fifaworldcup #FIFAWorldCup2022","['confusion', 'curiosity', 'excitement']"
545,@LibyanIntegrity @GaryLineker @AlexScott I grew up watching the BBC but it'd been vile for a while now. Finally that has spread to the sports coverage. I discovered @beIN this #WorldCup2022 and it was absolutely fantastic. No going back for me,"['disgust', 'realization']"
546,"@lukamodric10 left Spurs at 27 with 0 major trophies 
Then was named “ Worst Transfer In @realmadrid History” then just went to win 
21 trophies, 
The Ballon D’or and 
Get 2nd and 3rd in the World Cup ever since. 

Insane longevity 😭 🙏🫡
#CROMAR #FIFAWorldCup #WorldCup2022",['pride']
547,Wife and I are on holiday.  I contracted the flu on day one. Not been out for dinner once yet. I’m bollocksed. Been here 5 days…. Had to rearrange an excursion planned for tomorrow. Silver lining is. I get to see the #WorldCup2022 final now https://t.co/Wj42Jbsq6q,"['excitement', 'fear', 'nervousness']"
548,Preparing for a France #WorldCup2022 win with @peacevoid_world https://t.co/5zSPDtyK2S,"['approval', 'excitement']"
549,"I wrote about one of the most remarkable stories of this #WorldCup: Morocco. 

Fourth place is one hell of a finish. Here's to 'em. 

#WorldCup2022 #MoroccovsCroatia 
https://t.co/1snTjRSR2L","['admiration', 'realization']"
550,"In 1998, Crotia won a medal, France became champion. In 2018, Crotia won another medal, France became Champion in that too. In 2022, Crotia won another medal , So hope for France to be champion again 😉
#WorldCup #FIFAWorldCupQatar2022 #FrancevsArgentina #WorldCup2022 https://t.co/Vv4rAHBjF8","['desire', 'excitement', 'optimism', 'pride']"
551,Audrey Wanda #世界杯 Victoria #WorldCup2022 Strawberry https://t.co/CCLmQdd9JU,"['approval', 'confusion', 'embarrassment']"
552,"#HRV vs #MAR 

FT: Luka Modrić led Croatia to a third-place finish at the 2022 FIFA World Cup in Croatia's sixth FIFA World Cup since making its debut in 1998 👏🇭🇷 🥰🙌🥳
 
#FIFAWorldCup #WorldCup #Qatar2022 #WorldCup2022 #WCNow #CroatiaVSMorocco #MoroccovsCroatia #Croatia https://t.co/Py09SKrOQv","['excitement', 'joy', 'pride']"
553,"The FIFA World Cup comes to an end on Sunday; who has been your standout player thus far, deserving of the best player award?

Tell us about it in the comments section.
#raedialfarmslimited #raedialholdings #FIFAworldcup2022 #worldcup2022 #viral #Reels https://t.co/KS8i3FiEXZ","['admiration', 'confusion', 'curiosity']"
554,"From Paris
Really happy to be part of this  coverage  if needed . #WorldCup2022 https://t.co/K7aOzJSmR7",['joy']
555,The only time I have seen Bella watching TV whenever France is playing #CatsOfTwitter #CatsLover #WorldCup2022 #FrancevsArgentina https://t.co/7gdgiDz3cT,"['excitement', 'realization', 'surprise']"
556,"A mural of Achraf Hakimi and his mother has been painted in #Barcelona ❤️💚

#sports #soccer #football #QatarWorldCup2022 #WorldCup2022 #FIFA #FIFAWorldCup3033 #SportsNews #Morocco https://t.co/bLKdMjdUiD","['confusion', 'love']"
557,Audrey Wanda #世界杯 Victoria #WorldCup2022 Strawberry https://t.co/z688JQuvr6,"['approval', 'disgust', 'embarrassment']"
558,"So bloody great to talk to Martin of #WorldCup2022 fame for @YourPlatformUK. Aka the man of the moment featured in @khadljasays' profile pic. It was a deep dive into football, politics and more fun. Coming soon! https://t.co/xQ4ymNzBBn https://t.co/SZDeVGKrBs","['admiration', 'amusement', 'excitement', 'joy']"
559,3 stars on the French soccer team's jersey and a law for 3 to 6% organic matter in the soil. May France be the world champion of soils ! Let's make it happen ! #ScoreForSoil #SaveSoil #WorldCup2022 @cpsavesoil @SadhguruJV @EmmanuelMacron @Elisabeth_Borne https://t.co/9Pir1mHVGN,"['desire', 'optimism']"
560,Who will win final ? #WorldCup2022 #WorldCup #final #ArgentinaVsFrance #Argentina #france #Messi𓃵 #messifansclub https://t.co/lKtTdrhH3g,"['confusion', 'curiosity']"
561,Thank you Modric for everything ❤️🔥 One of the best playmakers in the history of football! ⚽️ #WorldCup #WorldCup2022 #CroatiaVSMorocco #Madrid #Modric https://t.co/coWY9BBfEZ,"['admiration', 'gratitude']"
562,well done Croatia &amp; Morocco! Fine game! #WorldCup2022,['admiration']
563,"A heck of a serious conversation before the game. 😜
.
.
#ArgentinaVsFrance 
#WorldCup2022 https://t.co/7iKON55064",['confusion']
564,"This is #fifamobile at #WorldCup2022 

The song is A Million Steps Soccer Version which will be realised someday https://t.co/B9A6HkHZUi","['optimism', 'realization']"
565,"What is football without the fans.

The World Cup really served us with beautiful Colours in the Stands.

We truly will miss the #FIFAWorldCup 

#HRV #MAR #HRVMAR #Qatar2022 #BrilaFM #BrilaSports #BrilaWorldCup #FIFAWorldCup2022 #WorldCup #WorldCup2022 #FIFAWorldCupQatar2022 https://t.co/VGiLLpeJoz",['disappointment']
566,"Thank you to all those who supported #morroco in this #WorldCup2022 . 
For us, this is just the beginning....
#Qatar2022    #worldcup #qatar #africa",['gratitude']
567,"@FIFAWorldCup @HNS_CFF @FIFAWorldCup 's new football rule :
Without messi = Without penalty  !
#CROMAR
#WorldCup #WorldCup2022
#WorldcupQatar2022","['approval', 'excitement', 'pride']"
568,"⚽ End Of The Match !!!
🇲🇦 Morocco (4th) 1 - 2  🇭🇷 Croatia (3rd)
🌹 We all proud as Moroccans.
.
#DimaMaghrib #WorldCup2022 #Morocco https://t.co/liCQFB8SOT","['excitement', 'pride']"
569,Croatia vs Morocco highlights https://t.co/RIAqkPKK30 via @kigalidailynews #المغرب_كرواتيا #CROMAR #WorldCup2022,['confusion']
570,"When you see strong teams like Germany, Brazil and Spain get out of the group stages and Morocco stays, this is a great football achievement, proud of you Morocco❤️🇲🇦,fourth best team in the World Cup🏅.
#WorldCup2022 #MoroccoWinTheWorld #MoroccoWinOurHearts https://t.co/e69Evq9ypP","['admiration', 'excitement', 'pride']"
571,Whis gonna win the #WorldCup2022 ?? 🤔⚽️,"['confusion', 'curiosity']"
572,https://t.co/b2BoWkYzJN what sheer desperation to even think of winning in this manner #England #WorldCup2022,['curiosity']
573,"Goodbye #WorldCupIkoKBC at KBC.

You did us proud airing #WorldCup2022.

At some point, we were disappointed for not airing some matches but it was all entirety done fairly.

Next time do it perfect.

@KBCChannel1

FBI and CIA Imran Khan JKUAT Kenya Kwanza Karen Nyamu Mombasa","['disappointment', 'gratitude', 'grief', 'sadness']"
574,"#Croatia has a significantly smaller population than #Ireland, Croatia come third in the #WorldCup2022 ? Any thoughts @FAIreland .","['confusion', 'curiosity']"
575,"#WorldCup2022 prize money:
Winner: $42 million 
Runner-up: $30 million 
Third place: $27 million for tonight's winner!) #croatia 
Fourth place: $25 million #morocco 
Quarter-final: $17 million
Last 16: $13 million
Group stage: $9 million
 
#FIFAWorldCupQatar2022","['excitement', 'pride']"
576,"Over Mid-calf Boots 
19% off code: ZFTW18 @zaful_official 
SHOP&gt;&gt;https://t.co/bSjQM6oicb

#WorldCup #WorldCup2022 #UFC280 #taksim #Yellowstone #RHOM  #PriyanKit   #YetToCome #andTEAM   #taksim #XRPayNet  #BiggBoss16 #BB16 #BSC #Cowboys #WhiteLotus #Bengals https://t.co/XIXQiQKIHo",['confusion']
577,"Last few days, have you got what it takes to beat and set the highest score? Don't miss out; register today and start playing for a chance to win with Metro!  

Play now: https://t.co/1f7BV1XE9j

 #MetroGoesRetro #WeAreMetro #win #competition #WorldCup2022 
T&amp;C's apply https://t.co/2jBGQsMdZH","['caring', 'curiosity']"
578,#VAR at this #WorldCup2022 has been a fiasco #CROMAR,"['annoyance', 'disappointment']"
579,WE ATE THAT UPP #WorldCup2022,['joy']
580,"Thank you for the wonderful Journey 🇲🇦❤️🎉🎊
We Stand with you no matter what ✊
Time to celebrate 🎉 🎊
#WeAreMore #WeAreMorocco
#WorldCup2022 #FIFAWorldCup #Qatar2022 https://t.co/RuBvXExpGt https://t.co/v6ondWzkGd",['gratitude']
581,"Congratulations Croatia for finishing 3rd in 2022 #FIFAWorldcup

Croatia will take home a sum of $27 Million

#Croatia #Morocco #Worldcup2022 #Africa https://t.co/ghWJLf4GHo",['gratitude']
582,"Congratulations to Croatia for having clinched the bronze medal of the FIFA #WorldCup2022!💥

Still more prizes left in 3 rounds to claim, prepare your flags at https://t.co/x19o8O7bMh &amp; claim now!

#Roadtoqatar2022 #snakecity https://t.co/D1Z57OIJ3u","['excitement', 'gratitude', 'joy']"
583,"You’ve made history, Morocco! That’s to me is a win! Continue to shine and see you again in 2026 #Morocco #MoroccoVsCrotia #WorldCup2022 https://t.co/BQts0HyV3P","['admiration', 'excitement', 'pride']"
584,"Betting has never been better With Coral

1. New Customers
2. Place £€5 bet on any market
3. Free bets paid as 4x £€5
Coral Link Below
https://t.co/1Di5RX1wid

.
18+T&amp;Cs GambleAwear
#Offers #bet #FIFAWorldCup 
#sportsbetting #WorldCup2022 #gamblingtwitter
#HorseRacing #Ad.9 https://t.co/HZTD8toFHQ","['approval', 'realization']"
585,"🔥🔥🔥
Tomorrow at this time we will already know who is the new Champion of #WorldCup2022 #Qatar2022 

https://t.co/YGg6sp6Mxh https://t.co/tRLXQZ69Th","['curiosity', 'excitement', 'optimism']"
586,"The final World Cup match between Argentina and France will happen on Sunday, Dec. 18, 2022, at 10 a.m. EST. For some reason, Amazon did not approve the Team France gear! https://t.co/NqsZd3DHtE
#WorldCup2022 #FIFA2022 #Soccer #Qatar2022 #Argentina2022 #France2022 #IDesignGlobal","['confusion', 'disapproval']"
587,Congratulations to Croatia on their 3rd place finish. #WorldCup2022,"['gratitude', 'joy']"
588,"If Argentina lose tomorrow’s match y'all know the reason 😆
#ArgentinaVsFrance 
#WorldCup2022 
#Messi https://t.co/uSy15abroD","['approval', 'optimism']"
589,"With all the shocks, dramatic endings to each group, Morocco's historic run and some great knockout games; this has been one the best World Cups ever. This argument that the World Cup can't be one of the best because of off field drama is bullshit. #WorldCup #WorldCup2022",['admiration']
590,It's always a bitter feeling when you know that an entire football generation will not be at the next World Cup. Luka Modric and company are done. It feels bad but this is just the way. #MAR #CRO #WorldCup2022 #Qatar2022,"['disappointment', 'sadness']"
591,Sport is an unscripted theatre. Messi was born to lead the act. The show is about to end. The curtains are about to close. The spectators are on the edge. Air is still. So is time. Will hero save the day? Or its just another Shakespearean tragedy? We hope not 💔#WorldCup2022,"['confusion', 'curiosity']"
592,"For me Moroccan fans have been the biggest disappointment in #WorldCup2022. All those fez yet not one Tommy Cooper impression. 
#Morocco #tommycooper",['disappointment']
593,"Exciting things are happening at #Sporten headquarters🎉🎈🎊. 

Don’t miss the opportunity and see you at the #WorldCup2022  ⚽️!!!!

#FIFAWorldCupQatar2022 #QatarWorldCup2022 #Airdrop $BALL https://t.co/YJt1aP5paX","['caring', 'excitement', 'joy']"
594,"#WorldCup2018 --&gt; Teams from the same group competed for 3rd place
#WorldCup2018 --&gt;Champions France

#WorldCup2022 --&gt; Teams from the same group competed for 3rd place
#WorldCup2022 --&gt; Champions ?France

#FIFAWorldCup #FIFAWorldCupQatar2022","['confusion', 'curiosity', 'excitement']"
595,"11.11 ❤️
best wishes for my favourite 
#Messi𓃵 #LionelMessi𓃵 
#GOAT𓃵 #LM10 #ArgentinaVsFrance #VamosArgentina #WorldCup2022 https://t.co/7aPCQhcnkm","['caring', 'gratitude', 'love', 'optimism']"
596,"I know Maradona and @KelvinRuju are watching over from Heaven 🕊️🙏🏾
No Argentinian may ever know this but you a guardian Angel
Moments like this I miss you the most my bro. I wish you were here bro. ♥️
You said ""these are the moments we LIVE FOR ""
Go LEO MESSI!!!
#WorldCup2022 https://t.co/JFSTBiaYqo","['grief', 'love', 'sadness']"
597,"CROATIA TAKE THIRD PLACE AT THE 2022 WORLD CUP! 🇭🇷

#Croatia #Morocco #WorldCup2022 #Qatar2022 #FIFAWorldCup #helpbet https://t.co/3fvx8ecr1f","['excitement', 'pride']"
598,#ScoreForSoil #ConsciousPlanet #SadhguruJV #WorldCup2022 #FIFAWorldCup enthusiastic child to be participate score for soil. https://t.co/lqExXYR5ea,"['excitement', 'joy']"
599,"These two Kovacic and Ziyech really did their nations proud. What a World Cup these two had 💪🤝.
#Qatar2022 #WorldCup2022 #CFC Chelsea Boys 💙💙💙💙💙 https://t.co/xJjKppKiSJ","['excitement', 'pride']"
600,"If you're on the lookout for a new role - check this out.

#jobsearch #greenflags #jobs #gethired #WorldCup2022 https://t.co/q2umMAOJVc","['approval', 'caring', 'optimism']"
601,"So much emotions🇭🇷🇭🇷
We are proud #Croatia 
Third place #WorldCup2022
Little 🇭🇷 but big ♥️‼️
Thanks @0xPolygon for support 💪🏆
#croatia #web3 #Polygon #match 
#guild #web3community
@Kia_Worldwide 👇 https://t.co/6vydfId9XI","['excitement', 'pride']"
602,"@NAmrabat53  he should be in the team of the https://t.co/FTlLZ35XCU doubt,what a performance he's had through out the tournerment #WorldCup2022 https://t.co/1h3ZUhhKhZ",['confusion']
603,Farewell  #legenda #lucamodric #WorldCup2022 https://t.co/KQngapokL6,['joy']
604,And that’s a wrap on #Worldcup2022!! It was truly an incredible journey and a joy to be with this team throughout. Thanks ⁦@FOXSoccer⁩ and the beautiful game for the memories. https://t.co/uZYkIe26Q9,"['gratitude', 'joy']"
605,We won the Warzone World Cup 😱⚽️ @OwlRetweets #WorldCup #WorldCup2022 #twitch #twitchtv #cod #CallofDutyModernWarfare2 #warzone #Live #twitchlive #messi https://t.co/jFZs1hOjPv,"['excitement', 'joy', 'pride']"
606,"These lions have staged the Palestinian cause at International stage in the most efficient way possible by a sports team!
Can't thank them enough for this! 🇲🇦♥️🇵🇸👑
@EnMaroc
...
#QatarWorldCup #Qatar2022 #WorldCup #WorldCup2022 #FIFAWorldCup #FIFA #FIFAWorldCupQatar2022 #Morocco https://t.co/FLLPIy7DlX","['admiration', 'gratitude']"
607,@SadiqKhan Respect! #Marocco 🇲🇦 played an amazing #WorldCup2022 👏👏👏 https://t.co/NT0sT4Ggmk,['admiration']
608,"Orlando City SC Hosting A World Cup Final Watch Party At The Ace Cafe Sunday Morning

@OrlandoCitySC 

@acecafeorlando 

#WorldCup2022 

#WorldcupQatar2022 

#Orlando 

#OrlandoCitySC

https://t.co/xCvhR7Bp9Y","['excitement', 'joy']"
609,"🇭🇷 won 3rd place of #WorldCup2022
❤️🇭🇷❤️🇭🇷❤️🇭🇷 

Fantastic match &amp; big respect for the Marocan team! ⚽️ 

@Karitheartist99 we made a beautiful NFT together in @Ithra museum WorldCup collection 😍 ❤️ https://t.co/9l0X3vl4LP","['admiration', 'love']"
610,Congratulations Croatia!! Much love from Canada 🇨🇦🇭🇷 @HNS_CFF #WorldCup #WorldCup2022 #WorldcupQatar2022 #Croatia #FIFAWorldCup https://t.co/u0kVEakwj4,"['gratitude', 'joy', 'love']"
611,"Need Fifa Worldcup final tickets under 4k qar.
Will buy only face to face. Staying near the national museum of qatar. 

#WorldCup #WorldCup2022 #FIFAWorldCup #finaltickets #fifa #VamosArgentina #messi #ArgentinaVsFrance #FIFA23","['approval', 'desire']"
612,Croatia 🇭🇷 takes #WorldCup2022 3rd place.What a performance 🤗 #CranesKabbo #NSFootball #MadeOfUganda https://t.co/DTiFpkH0n7,['admiration']
613,"#WorldCup #WorldCup2022 #Russia #Ukraine #AI
✅“This isn’t war,” Mikhail said, struggling to speak through heavy, liquid breaths. “It’s the destruction of the #Russian people by their own commanders.”
https://t.co/gpTytaI3Rb
https://t.co/ksRPSNUbk8
https://t.co/2CWhQ28c7E","['anger', 'annoyance', 'disapproval']"
614,Although Morocco finished 4th but they gave heart attack to most teams they played against. What a performance! #WorldCup #CROMAR #CroatiaVSMorocco #WorldCup2022,['admiration']
615,"You really don’t need to prove you’re the best because you are indeed the best! You are a legend! Our king! We love you! We believe in you! Tomorrow you represent us all out there, standing strong! You’re our hero @davido 
#WorldCup #WorldCup2022 https://t.co/wcRXU94hVs","['admiration', 'love']"
616,What a moments for #Morocco 🇲🇦.From underdog team and now one of the top 4 countries in World Cup 2022 💪🏻. Come back stronger #WorldCup2022 https://t.co/CFsgOZAEil,"['admiration', 'surprise']"
617,"Thinking this should have hit any insight? Every where I look modric had two tackles and Ivan definitely had a shot in this game. It just went wide. Not on target but a shot. 
#CROMAR #WorldCup #WorldCup2022 #bettingtwitter #sports https://t.co/u3Lq1RXdts","['confusion', 'curiosity', 'realization']"
618,"It's okay 🇲🇦🇲🇦🇲🇦 I will miss them 💜 I get used to the players 🥺🥺🥺
#WorldcupQatar2022 
#المغرب_كرواتيا 
#WorldCup2022 
#WorldCup",['sadness']
619,"With the World Cup finals tomorrow, I decided to make these “Futbol as Football” mockups. Who do you want to win??

#worldcup #worldcup2022 #nfl #argentina #france #soccer #football #graphicdesign @jkobishopdesign https://t.co/Geqw43IwKE","['confusion', 'curiosity']"
